21.1	21.1	21.1	21.1	21.1	21.1	21.1	21.1	21.1	21.1	21.1	21.1	21.1	21.1	21.1	21.1	21.1	21.1	21.1	21.1	21.1	21.1	21.1	21.1	21.1	21.1	21.1	21.1	21.1	21.1	21.1	21.1	21.1	21.1	21.1	21.1	21.1	21.1	21.1	21.1
21.1	21.153	21.17	21.179	21.183	21.183	21.18	21.175	21.17	21.164	21.159	21.157	21.156	21.156	21.156	21.156	21.156	21.156	21.156	21.156	21.156	21.156	21.156	21.156	21.156	21.156	21.156	21.156	21.156	21.156	21.156	21.156	21.156	21.156	21.156	21.156	21.156	21.156	21.156	21.156
21.1	21.206	21.24	21.258	21.265	21.266	21.26	21.251	21.24	21.228	21.218	21.214	21.212	21.212	21.211	21.211	21.211	21.211	21.211	21.211	21.211	21.211	21.211	21.211	21.211	21.211	21.211	21.211	21.211	21.211	21.211	21.211	21.211	21.211	21.211	21.211	21.211	21.211	21.211	21.211
21.1	21.258	21.309	21.336	21.348	21.348	21.34	21.327	21.31	21.292	21.277	21.271	21.269	21.268	21.267	21.267	21.267	21.267	21.267	21.267	21.267	21.267	21.267	21.267	21.267	21.267	21.267	21.267	21.267	21.267	21.267	21.267	21.267	21.267	21.267	21.267	21.267	21.267	21.267	21.267
21.1	21.311	21.379	21.415	21.431	21.431	21.421	21.402	21.38	21.356	21.336	21.328	21.325	21.324	21.323	21.323	21.323	21.323	21.323	21.323	21.323	21.323	21.323	21.323	21.323	21.323	21.323	21.323	21.323	21.323	21.323	21.323	21.323	21.323	21.323	21.323	21.323	21.323	21.323	21.323
21.1	21.363	21.449	21.494	21.514	21.515	21.501	21.478	21.45	21.42	21.396	21.385	21.381	21.38	21.379	21.379	21.379	21.379	21.379	21.379	21.379	21.379	21.379	21.379	21.379	21.379	21.379	21.379	21.379	21.379	21.379	21.379	21.379	21.379	21.379	21.379	21.379	21.379	21.379	21.379
21.1	21.416	21.518	21.573	21.597	21.598	21.582	21.554	21.52	21.484	21.455	21.442	21.438	21.436	21.435	21.435	21.435	21.435	21.435	21.435	21.435	21.435	21.435	21.435	21.435	21.435	21.435	21.435	21.435	21.435	21.435	21.435	21.435	21.435	21.435	21.435	21.435	21.435	21.435	21.435
21.1	21.468	21.588	21.652	21.68	21.681	21.662	21.63	21.59	21.548	21.514	21.5	21.494	21.492	21.491	21.491	21.491	21.491	21.491	21.491	21.491	21.491	21.491	21.491	21.491	21.491	21.491	21.491	21.491	21.491	21.491	21.491	21.491	21.491	21.491	21.491	21.491	21.491	21.491	21.491
21.1	21.52	21.657	21.731	21.763	21.764	21.743	21.706	21.661	21.613	21.574	21.557	21.551	21.548	21.548	21.547	21.547	21.547	21.547	21.547	21.547	21.547	21.547	21.547	21.547	21.547	21.547	21.547	21.547	21.547	21.547	21.547	21.547	21.547	21.547	21.547	21.547	21.547	21.547	21.547
21.1	21.572	21.727	21.81	21.846	21.848	21.824	21.783	21.732	21.677	21.633	21.614	21.607	21.605	21.604	21.603	21.603	21.603	21.603	21.603	21.603	21.603	21.603	21.603	21.603	21.603	21.603	21.603	21.603	21.603	21.603	21.603	21.603	21.603	21.603	21.603	21.603	21.603	21.603	21.603
